/home/pi/dev/self-driving-lego-truck/DataCollected/IMG2/image_14_11_45.jpg,159
/home/pi/dev/self-driving-lego-truck/DataCollected/IMG2/image_14_11_45.jpg,159
/home/pi/dev/self-driving-lego-truck/DataCollected/IMG2/image_14_11_46.jpg,159
/home/pi/dev/self-driving-lego-truck/DataCollected/IMG2/image_14_11_47.jpg,159
/home/pi/dev/self-driving-lego-truck/DataCollected/IMG2/image_14_11_48.jpg,159
/home/pi/dev/self-driving-lego-truck/DataCollected/IMG2/image_14_11_48.jpg,159
/home/pi/dev/self-driving-lego-truck/DataCollected/IMG2/image_14_11_49.jpg,159
/home/pi/dev/self-driving-lego-truck/DataCollected/IMG2/image_14_11_50.jpg,159
/home/pi/dev/self-driving-lego-truck/DataCollected/IMG2/image_14_11_51.jpg,159
/home/pi/dev/self-driving-lego-truck/DataCollected/IMG2/image_14_11_51.jpg,159
/home/pi/dev/self-driving-lego-truck/DataCollected/IMG2/image_14_11_52.jpg,159
/home/pi/dev/self-driving-lego-truck/DataCollected/IMG2/image_14_11_53.jpg,159
/home/pi/dev/self-driving-lego-truck/DataCollected/IMG2/image_14_11_54.jpg,141
/home/pi/dev/self-driving-lego-truck/DataCollected/IMG2/image_14_11_55.jpg,138
/home/pi/dev/self-driving-lego-truck/DataCollected/IMG2/image_14_11_55.jpg,138
/home/pi/dev/self-driving-lego-truck/DataCollected/IMG2/image_14_11_56.jpg,138
/home/pi/dev/self-driving-lego-truck/DataCollected/IMG2/image_14_11_57.jpg,138
/home/pi/dev/self-driving-lego-truck/DataCollected/IMG2/image_14_11_58.jpg,138
/home/pi/dev/self-driving-lego-truck/DataCollected/IMG2/image_14_11_58.jpg,138
/home/pi/dev/self-driving-lego-truck/DataCollected/IMG2/image_14_11_59.jpg,161
/home/pi/dev/self-driving-lego-truck/DataCollected/IMG2/image_14_12_00.jpg,161
/home/pi/dev/self-driving-lego-truck/DataCollected/IMG2/image_14_12_01.jpg,161
/home/pi/dev/self-driving-lego-truck/DataCollected/IMG2/image_14_12_01.jpg,161
/home/pi/dev/self-driving-lego-truck/DataCollected/IMG2/image_14_12_02.jpg,161
/home/pi/dev/self-driving-lego-truck/DataCollected/IMG2/image_14_12_03.jpg,177
/home/pi/dev/self-driving-lego-truck/DataCollected/IMG2/image_14_12_04.jpg,179
/home/pi/dev/self-driving-lego-truck/DataCollected/IMG2/image_14_12_05.jpg,179
/home/pi/dev/self-driving-lego-truck/DataCollected/IMG2/image_14_12_05.jpg,179
/home/pi/dev/self-driving-lego-truck/DataCollected/IMG2/image_14_12_06.jpg,-166
/home/pi/dev/self-driving-lego-truck/DataCollected/IMG2/image_14_12_07.jpg,-166
/home/pi/dev/self-driving-lego-truck/DataCollected/IMG2/image_14_12_08.jpg,-166
/home/pi/dev/self-driving-lego-truck/DataCollected/IMG2/image_14_12_09.jpg,-166
/home/pi/dev/self-driving-lego-truck/DataCollected/IMG2/image_14_12_09.jpg,-166
/home/pi/dev/self-driving-lego-truck/DataCollected/IMG2/image_14_12_10.jpg,-166
/home/pi/dev/self-driving-lego-truck/DataCollected/IMG2/image_14_12_11.jpg,-152
/home/pi/dev/self-driving-lego-truck/DataCollected/IMG2/image_14_12_12.jpg,-151
/home/pi/dev/self-driving-lego-truck/DataCollected/IMG2/image_14_12_13.jpg,-151
/home/pi/dev/self-driving-lego-truck/DataCollected/IMG2/image_14_12_13.jpg,-151
/home/pi/dev/self-driving-lego-truck/DataCollected/IMG2/image_14_12_14.jpg,-151
/home/pi/dev/self-driving-lego-truck/DataCollected/IMG2/image_14_12_15.jpg,-151
/home/pi/dev/self-driving-lego-truck/DataCollected/IMG2/image_14_12_16.jpg,-151
/home/pi/dev/self-driving-lego-truck/DataCollected/IMG2/image_14_12_17.jpg,-151
/home/pi/dev/self-driving-lego-truck/DataCollected/IMG2/image_14_12_17.jpg,-151
/home/pi/dev/self-driving-lego-truck/DataCollected/IMG2/image_14_12_18.jpg,-151
/home/pi/dev/self-driving-lego-truck/DataCollected/IMG2/image_14_12_19.jpg,-174
/home/pi/dev/self-driving-lego-truck/DataCollected/IMG2/image_14_12_20.jpg,-177
/home/pi/dev/self-driving-lego-truck/DataCollected/IMG2/image_14_12_20.jpg,-179
/home/pi/dev/self-driving-lego-truck/DataCollected/IMG2/image_14_12_21.jpg,153
/home/pi/dev/self-driving-lego-truck/DataCollected/IMG2/image_14_12_22.jpg,153
/home/pi/dev/self-driving-lego-truck/DataCollected/IMG2/image_14_12_23.jpg,177
/home/pi/dev/self-driving-lego-truck/DataCollected/IMG2/image_14_12_23.jpg,177
/home/pi/dev/self-driving-lego-truck/DataCollected/IMG2/image_14_12_24.jpg,177
/home/pi/dev/self-driving-lego-truck/DataCollected/IMG2/image_14_12_25.jpg,-167
/home/pi/dev/self-driving-lego-truck/DataCollected/IMG2/image_14_12_26.jpg,-166
/home/pi/dev/self-driving-lego-truck/DataCollected/IMG2/image_14_12_27.jpg,-166
/home/pi/dev/self-driving-lego-truck/DataCollected/IMG2/image_14_12_27.jpg,-166
/home/pi/dev/self-driving-lego-truck/DataCollected/IMG2/image_14_12_28.jpg,-166
/home/pi/dev/self-driving-lego-truck/DataCollected/IMG2/image_14_12_29.jpg,176
/home/pi/dev/self-driving-lego-truck/DataCollected/IMG2/image_14_12_30.jpg,169
/home/pi/dev/self-driving-lego-truck/DataCollected/IMG2/image_14_12_31.jpg,167
/home/pi/dev/self-driving-lego-truck/DataCollected/IMG2/image_14_12_32.jpg,145
/home/pi/dev/self-driving-lego-truck/DataCollected/IMG2/image_14_12_32.jpg,145
